Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"In 2017 I wrote a @nytimes op-ed ""How the antivaxxers are winning"" https://t.co/HPuhLWKlV0.  The #influenza vaccine is just one example. We need to strengthen our network #vaccine awareness/dvocacy in #USA, hoping my new book is a 1st step #vaccineswork  https://t.co/FGT3LsLSHs",50,84.99,65.56,3.37,99.00,16.67,28.00,58.00,32.00,8.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,6.00,6.00,4.00,2.00,0.00,12.00,2.00,0.00,2.00,4.00,0.00,6.00,6.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,2.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,2.00,4.00,2.00,0.00,2.00,8.00,2.00,8.00,2.00,4.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,36.00,8.00,2.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,20.00
"In 2017 I wrote a @nytimes op-ed ""How the antivaxxers are winning"" https://t.co/HPuhLWKlV0.  The #influenza vaccine is just one example. We need to strengthen our network #vaccine awareness/dvocacy in #USA, hoping my new book is a 1st step #vaccineswork  https://t.co/FGT3LsLSHs",50,84.99,65.56,3.37,99.00,16.67,28.00,58.00,32.00,8.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,6.00,6.00,4.00,2.00,0.00,12.00,2.00,0.00,2.00,4.00,0.00,6.00,6.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,2.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,2.00,4.00,2.00,0.00,2.00,8.00,2.00,8.00,2.00,4.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,36.00,8.00,2.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,20.00
"""If we dont run faster than these diseases, they are winning. That is one thing we need to keep in mind"" @ONECampaign President &amp; CEO @GayleSmith on #vaccine production and communiable diseases @WorldHealthSmt #Berlin #WHS2018. https://t.co/yO6h95Tfo6",40,51.43,77.33,3.37,72.57,13.33,30.00,70.00,37.50,15.00,7.50,0.00,5.00,0.00,0.00,2.50,7.50,0.00,10.00,7.50,0.00,5.00,2.50,15.00,5.00,5.00,0.00,2.50,0.00,2.50,2.50,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,2.50,5.00,2.50,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,15.00,7.50,2.50,7.50,2.50,0.00,0.00,15.00,0.00,10.00,5.00,5.00,2.50,7.50,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00,40.00,7.50,2.50,0.00,2.50,0.00,0.00,0.00,5.00,0.00,0.00,22.50
"In 2017 I wrote a @nytimes op-ed ""How the antivaxxers are winning"" https://t.co/HPuhLWKlV0.  The #influenza vaccine is just one example. We need to strengthen our network #vaccine awareness/dvocacy in #USA, hoping my new book is a 1st step #vaccineswork  https://t.co/FGT3LsLSHs",50,84.99,65.56,3.37,99.00,16.67,28.00,58.00,32.00,8.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,6.00,6.00,4.00,2.00,0.00,12.00,2.00,0.00,2.00,4.00,0.00,6.00,6.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,2.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,2.00,4.00,2.00,0.00,2.00,8.00,2.00,8.00,2.00,4.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,36.00,8.00,2.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,20.00
"In 2017 I wrote a @nytimes op-ed ""How the antivaxxers are winning"" https://t.co/HPuhLWKlV0.  The #influenza vaccine is just one example. We need to strengthen our network #vaccine awareness/dvocacy in #USA, hoping my new book is a 1st step #vaccineswork  https://t.co/FGT3LsLSHs",50,84.99,65.56,3.37,99.00,16.67,28.00,58.00,32.00,8.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,6.00,6.00,4.00,2.00,0.00,12.00,2.00,0.00,2.00,4.00,0.00,6.00,6.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,2.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,2.00,4.00,2.00,0.00,2.00,8.00,2.00,8.00,2.00,4.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,36.00,8.00,2.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,20.00
"""If we dont run faster than these diseases, they are winning. That is one thing we need to keep in mind"" @ONECampaign President &amp; CEO @GayleSmith on #vaccine production and communiable diseases @WorldHealthSmt #Berlin #WHS2018. https://t.co/yO6h95Tfo6",40,51.43,77.33,3.37,72.57,13.33,30.00,70.00,37.50,15.00,7.50,0.00,5.00,0.00,0.00,2.50,7.50,0.00,10.00,7.50,0.00,5.00,2.50,15.00,5.00,5.00,0.00,2.50,0.00,2.50,2.50,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,2.50,5.00,2.50,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,15.00,7.50,2.50,7.50,2.50,0.00,0.00,15.00,0.00,10.00,5.00,5.00,2.50,7.50,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00,40.00,7.50,2.50,0.00,2.50,0.00,0.00,0.00,5.00,0.00,0.00,22.50
"In 2017 I wrote a @nytimes op-ed ""How the antivaxxers are winning"" https://t.co/HPuhLWKlV0.  The #influenza vaccine is just one example. We need to strengthen our network #vaccine awareness/dvocacy in #USA, hoping my new book is a 1st step #vaccineswork  https://t.co/FGT3LsLSHs",50,84.99,65.56,3.37,99.00,16.67,28.00,58.00,32.00,8.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,6.00,6.00,4.00,2.00,0.00,12.00,2.00,0.00,2.00,4.00,0.00,6.00,6.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,2.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,2.00,4.00,2.00,0.00,2.00,8.00,2.00,8.00,2.00,4.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,36.00,8.00,2.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,20.00
"Resources on #vaccine pricing and procurement, and sustainable financing also available @Gavi_LNCT @immeconomics https://t.co/nYynSGeJNV",19,63.17,50.00,1.00,25.77,19.00,47.37,42.11,21.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,10.53,0.00,0.00,10.53,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,42.11,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.58
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
The #Flu Nearly Killed Him. Now He Says 'Get The #Vaccine'  #FluShot #BePrepared https://t.co/oCuH5NEvma,18,74.89,95.20,1.00,1.00,9.00,22.22,61.11,33.33,11.11,11.11,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,16.67,0.00,0.00,0.00,11.11,5.56,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,0.00,16.67,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,5.56,0.00,0.00,0.00,55.56,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,33.33
"#Malaria: a new #vaccine administered to #mice and #rabbits blocks the development of the malaria agent in mosquitoes that sting them. An innovative vaccine strategy https://t.co/vO9uPdIDev https://t.co/Xfwo8opGnw",35,98.83,61.26,1.00,25.77,17.50,34.29,45.71,28.57,5.71,2.86,0.00,0.00,0.00,0.00,2.86,2.86,11.43,8.57,0.00,0.00,2.86,0.00,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,5.71,0.00,2.86,2.86,5.71,0.00,0.00,0.00,0.00,0.00,5.71,0.00,5.71,0.00,0.00,0.00,34.29,8.57,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.86
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"""If we dont run faster than these diseases, they are winning. That is one thing we need to keep in mind"" @ONECampaign President &amp; CEO @GayleSmith on #vaccine production and communiable diseases @WorldHealthSmt #Berlin #WHS2018. https://t.co/yO6h95Tfo6",40,51.43,77.33,3.37,72.57,13.33,30.00,70.00,37.50,15.00,7.50,0.00,5.00,0.00,0.00,2.50,7.50,0.00,10.00,7.50,0.00,5.00,2.50,15.00,5.00,5.00,0.00,2.50,0.00,2.50,2.50,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,2.50,5.00,2.50,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,15.00,7.50,2.50,7.50,2.50,0.00,0.00,15.00,0.00,10.00,5.00,5.00,2.50,7.50,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00,40.00,7.50,2.50,0.00,2.50,0.00,0.00,0.00,5.00,0.00,0.00,22.50
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"Took my kids for their #flu #vaccine today - 1 took a sticker &amp; 1 didn't. When I asked why he didn't he replied ""I'm not a hero, I just had to stand there for 5s. The scientists &amp; doctors who made the vaccine are the heroes"". So this is for the scientists &amp; doctors  #vaccineswork https://t.co/Skob2ZzOjl",60,37.39,30.86,5.99,84.54,15.00,16.67,75.00,50.00,15.00,11.67,6.67,0.00,0.00,3.33,1.67,3.33,10.00,6.67,10.00,8.33,3.33,5.00,16.67,0.00,0.00,5.00,3.33,0.00,3.33,3.33,0.00,0.00,0.00,0.00,11.67,0.00,0.00,0.00,3.33,8.33,0.00,3.33,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,6.67,0.00,0.00,3.33,3.33,0.00,11.67,6.67,0.00,3.33,0.00,0.00,3.33,6.67,0.00,0.00,0.00,0.00,0.00,1.67,0.00,1.67,0.00,0.00,0.00,36.67,6.67,1.67,0.00,5.00,0.00,0.00,1.67,3.33,5.00,0.00,13.33
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"Bill Gates has issued a challenge - and significant funding - to help find a universal #flu #vaccine @gatesfoundation https://t.co/JLwIbM19lt
#Pharma #MedTech",24,96.08,66.17,7.84,92.40,24.00,33.33,58.33,20.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,4.17,4.17,0.00,4.17,0.00,8.33,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,8.33,4.17,4.17,4.17,0.00,0.00,0.00,8.33,0.00,8.33,0.00,8.33,0.00,4.17,0.00,8.33,8.33,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,41.67,4.17,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,29.17
"This year marks 50 years since the first #measles containing vaccine was introduced into the UK childhood immunisation programme. Thanks to the #vaccine, an estimated 20 million measles cases and 4,500 deaths have been averted since 1968 in the UK: https://t.co/QiaZ1wLfrk https://t.co/hzqPLBvHk5",51,98.41,50.00,28.81,62.94,25.50,27.45,54.90,29.41,1.96,0.00,0.00,0.00,0.00,0.00,0.00,1.96,9.80,9.80,5.88,0.00,1.96,0.00,7.84,0.00,0.00,0.00,13.73,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00,3.92,0.00,1.96,0.00,0.00,1.96,3.92,3.92,0.00,17.65,0.00,5.88,11.76,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,23.53,5.88,3.92,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
"@ThisMomHCN @AmerMedicalAssn @POTUS @VP Also the #Flu #Vaccine mandates in medical workplaces are violations of civil liberties. 
All medical procedures, including #Vaccinations come with serious risks &amp; should ALWAYS BE A CHOICE. #InformedConsent
#MedicalInjury",34,95.28,50.00,2.14,1.00,11.33,44.12,67.65,29.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,11.76,8.82,2.94,2.94,0.00,11.76,2.94,0.00,0.00,0.00,2.94,11.76,2.94,8.82,2.94,2.94,0.00,0.00,0.00,0.00,0.00,0.00,11.76,2.94,0.00,2.94,0.00,5.88,0.00,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,0.00,5.88,0.00,0.00,2.94,0.00,2.94,0.00,8.82,0.00,8.82,2.94,2.94,2.94,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.18,5.88,2.94,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,29.41
"Religious Ulemas support EPI in its quest to eradicate Measles from all over Pakistan. 
#measles #EPI #vaccine https://t.co/gmDIKESPOf",22,99.00,50.00,2.40,94.75,11.00,36.36,40.91,22.73,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,18.18,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,4.55,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,4.55,0.00,0.00,0.00,31.82,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.73
"Our team @WHOIndonesia is in #Palu, in response to #CentralSulawesi Earthquake and Tsunami.

DG Disease Control from @KemenkesRI was checking the #vaccine vial monitor and the cold chain function in the IDP camp in Palu. (Photo Credit : EPI MOH/Hakimi) https://t.co/xgL1z45rrh",45,98.17,74.76,4.97,67.75,15.00,28.89,53.33,31.11,2.22,2.22,0.00,2.22,0.00,0.00,0.00,0.00,6.67,13.33,4.44,0.00,4.44,0.00,4.44,2.22,0.00,0.00,0.00,0.00,2.22,2.22,0.00,0.00,0.00,0.00,4.44,0.00,0.00,0.00,0.00,4.44,0.00,4.44,0.00,0.00,0.00,0.00,6.67,4.44,0.00,2.22,2.22,0.00,2.22,0.00,0.00,6.67,4.44,2.22,2.22,0.00,0.00,2.22,2.22,0.00,11.11,0.00,11.11,0.00,4.44,2.22,0.00,2.22,0.00,0.00,2.22,0.00,2.22,0.00,0.00,0.00,33.33,6.67,2.22,2.22,0.00,0.00,0.00,0.00,0.00,0.00,4.44,17.78
